ru.dksu.semantic.TestStructure,4194304,16,100:0:,1117.59506
ru.dksu.semantic.TestStructureRW,4194304,16,100:0:,105.74905
ru.dksu.semantic.TestStructureRWSL,4194304,16,100:0:,86.16623
ru.dksu.semantic.TestStructure,4194304,32,100:0:,1827.39710
ru.dksu.semantic.TestStructureRW,4194304,32,100:0:,105.55985
ru.dksu.semantic.TestStructureRWSL,4194304,32,100:0:,78.11246
ru.dksu.semantic.TestStructure,4194304,48,100:0:,2487.58865
ru.dksu.semantic.TestStructureRW,4194304,48,100:0:,102.21641
ru.dksu.semantic.TestStructureRWSL,4194304,48,100:0:,86.65143
ru.dksu.semantic.TestStructure,4194304,63,100:0:,2858.15856
ru.dksu.semantic.TestStructureRW,4194304,63,100:0:,95.79357
ru.dksu.semantic.TestStructureRWSL,4194304,63,100:0:,76.78889
ru.dksu.semantic.ARATestStructure,4194304,1,33:33:,59.94771
ru.dksu.semantic.ARATestStructureRW,4194304,1,33:33:,57.33163
ru.dksu.semantic.ARATestStructure,4194304,2,33:33:,62.51547
ru.dksu.semantic.ARATestStructureRW,4194304,2,33:33:,40.13465
ru.dksu.semantic.ARATestStructure,4194304,4,33:33:,52.31140
ru.dksu.semantic.ARATestStructureRW,4194304,4,33:33:,30.43773
ru.dksu.semantic.ARATestStructure,4194304,8,33:33:,46.25192
ru.dksu.semantic.ARATestStructureRW,4194304,8,33:33:,32.50784
ru.dksu.semantic.ARATestStructure,4194304,16,33:33:,39.81505
ru.dksu.semantic.ARATestStructureRW,4194304,16,33:33:,32.35238
ru.dksu.semantic.ARATestStructure,4194304,32,33:33:,43.65449
ru.dksu.semantic.ARATestStructureRW,4194304,32,33:33:,31.60909
ru.dksu.semantic.ARATestStructure,4194304,48,33:33:,36.62721
ru.dksu.semantic.ARATestStructureRW,4194304,48,33:33:,29.80610
ru.dksu.semantic.ARATestStructure,4194304,63,33:33:,40.20499
ru.dksu.semantic.ARATestStructureRW,4194304,63,33:33:,30.29946
ru.dksu.semantic.TestStructure,67108864,1,0:0:,27.95776
ru.dksu.semantic.TestStructureRW,67108864,1,0:0:,27.11118
ru.dksu.semantic.TestStructure,67108864,1,0:0:,96799.86001
ru.dksu.semantic.TestStructureRW,67108864,1,0:0:,89766.48390
ru.dksu.semantic.TestStructure,67108864,2,0:0:,183558.35577
ru.dksu.semantic.TestStructureRW,67108864,2,0:0:,172446.49535
ru.dksu.semantic.TestStructure,67108864,4,0:0:,236966.23690
ru.dksu.semantic.TestStructureRW,67108864,4,0:0:,258087.20766
ru.dksu.semantic.TestStructure,67108864,8,0:0:,355057.50749
ru.dksu.semantic.TestStructureRW,67108864,8,0:0:,397300.05800
ru.dksu.semantic.TestStructure,67108864,16,0:0:,313999.04043
ru.dksu.semantic.TestStructureRW,67108864,16,0:0:,495886.73712
ru.dksu.semantic.TestStructure,67108864,32,0:0:,93243.92377
ru.dksu.semantic.TestStructureRW,67108864,32,0:0:,584173.22752
ru.dksu.semantic.TestStructure,67108864,48,0:0:,82325.98180
ru.dksu.semantic.TestStructureRW,67108864,48,0:0:,473098.84565
ru.dksu.semantic.TestStructure,67108864,63,0:0:,67106.71219
ru.dksu.semantic.TestStructureRW,67108864,63,0:0:,403365.08867
ru.dksu.semantic.TestStructureSimple,67108864,1,0:0:,104769.02310
ru.dksu.semantic.TestStructureSimple,67108864,2,0:0:,48764.70741
ru.dksu.semantic.TestStructureSimple,67108864,4,0:0:,38962.80939
ru.dksu.semantic.TestStructureSimple,67108864,8,0:0:,37694.48811
ru.dksu.semantic.TestStructureSimple,67108864,16,0:0:,34065.12448
ru.dksu.semantic.TestStructureSimple,67108864,32,0:0:,37346.19258
ru.dksu.semantic.TestStructureSimple,67108864,48,0:0:,36906.53350
ru.dksu.semantic.TestStructure,67108864,1,100:0:,32053.04711
ru.dksu.semantic.TestStructure,67108864,1,100:0:,30232.64022
ru.dksu.semantic.TestStructureRW,67108864,1,100:0:,31075.52759
ru.dksu.semantic.TestStructureRW,67108864,1,100:0:,30473.58263
ru.dksu.semantic.TestStructureSimple,67108864,1,100:0:,30151.28047
ru.dksu.semantic.TestStructureSimple,67108864,1,100:0:,29438.34831
ru.dksu.semantic.TestStructure,67108864,2,100:0:,58995.26047
ru.dksu.semantic.TestStructure,67108864,2,100:0:,59388.02120
ru.dksu.semantic.TestStructureRW,67108864,2,100:0:,8923.40079
ru.dksu.semantic.TestStructureSimple,67108864,2,100:0:,8350.96664
ru.dksu.semantic.TestStructure,67108864,4,100:0:,116309.27887
ru.dksu.semantic.TestStructureRW,67108864,4,100:0:,8709.97200
ru.dksu.semantic.TestStructureSimple,67108864,4,100:0:,8326.36721
