hashtables.lockbased.IntegerQueueHashMap,1000000,4,0,100,0,5283.25925
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,4,0,100,0,5500.98627
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,8,0,0,0,120718.82996
hashtables.lockbased.IntegerQueueHashMap,1000000,8,0,0,0,121120.73937
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,8,0,0,0,111512.73240
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,8,0,20,0,25945.84620
hashtables.lockbased.IntegerQueueHashMap,1000000,8,0,20,0,29363.75167
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,8,0,20,0,26076.60118
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,8,0,50,0,10267.23282
hashtables.lockbased.IntegerQueueHashMap,1000000,8,0,50,0,15458.65297
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,8,0,50,0,11198.90363
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,8,0,100,0,6034.98663
hashtables.lockbased.IntegerQueueHashMap,1000000,8,0,100,0,6086.56983
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,8,0,100,0,6504.28771
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,15,0,0,0,224876.39438
hashtables.lockbased.IntegerQueueHashMap,1000000,15,0,0,0,222049.11002
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,15,0,0,0,219896.10305
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,15,0,20,0,27771.96749
hashtables.lockbased.IntegerQueueHashMap,1000000,15,0,20,0,30981.33597
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,15,0,20,0,32821.84097
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,15,0,50,0,13723.07478
hashtables.lockbased.IntegerQueueHashMap,1000000,15,0,50,0,13411.62787
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,15,0,50,0,13862.97717
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,15,0,100,0,6166.09872
hashtables.lockbased.IntegerQueueHashMap,1000000,15,0,100,0,7670.48167
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,15,0,100,0,7518.53174
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,31,0,0,0,448681.69210
hashtables.lockbased.IntegerQueueHashMap,1000000,31,0,0,0,442840.77763
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,31,0,0,0,448451.82268
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,31,0,20,0,30345.63550
hashtables.lockbased.IntegerQueueHashMap,1000000,31,0,20,0,47123.58483
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,31,0,20,0,52042.93264
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,31,0,50,0,15456.31046
hashtables.lockbased.IntegerQueueHashMap,1000000,31,0,50,0,14694.31271
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,31,0,50,0,12603.69687
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,31,0,100,0,7628.31173
hashtables.lockbased.IntegerQueueHashMap,1000000,31,0,100,0,7369.02891
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,31,0,100,0,8402.25740
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,47,0,0,0,644475.92311
hashtables.lockbased.IntegerQueueHashMap,1000000,47,0,0,0,577722.08407
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,47,0,0,0,648882.35060
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,47,0,20,0,50773.49796
hashtables.lockbased.IntegerQueueHashMap,1000000,47,0,20,0,36227.23526
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,47,0,20,0,36321.18988
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,47,0,50,0,15058.56024
hashtables.lockbased.IntegerQueueHashMap,1000000,47,0,50,0,21305.61760
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,47,0,50,0,11534.06710
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,47,0,100,0,7503.60780
hashtables.lockbased.IntegerQueueHashMap,1000000,47,0,100,0,8982.38613
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,47,0,100,0,7244.86566
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,63,0,0,0,831872.48637
hashtables.lockbased.IntegerQueueHashMap,1000000,63,0,0,0,820073.32408
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,63,0,0,0,835900.54204
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,63,0,20,0,32364.29794
hashtables.lockbased.IntegerQueueHashMap,1000000,63,0,20,0,43995.08993
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,63,0,20,0,32869.51037
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,63,0,50,0,14160.10808
hashtables.lockbased.IntegerQueueHashMap,1000000,63,0,50,0,13524.38730
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,63,0,50,0,18003.36285
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,63,0,100,0,6658.08099
hashtables.lockbased.IntegerQueueHashMap,1000000,63,0,100,0,9104.99535
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,63,0,100,0,6994.23607
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,1,1,0,0,13057.45336
hashtables.lockbased.IntegerQueueHashMap,1000000,1,1,0,0,13120.58720
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,1,1,0,0,13008.79512
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,1,1,19,0,9559.31851
hashtables.lockbased.IntegerQueueHashMap,1000000,1,1,19,0,9649.70865
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,1,1,19,0,9955.33395
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,1,1,49,0,7952.75769
hashtables.lockbased.IntegerQueueHashMap,1000000,1,1,49,0,8018.90900
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,1,1,49,0,8163.78287
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,1,1,99,0,7308.09810
hashtables.lockbased.IntegerQueueHashMap,1000000,1,1,99,0,7350.03546
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,1,1,99,0,7261.73805
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,2,1,0,0,26753.32863
hashtables.lockbased.IntegerQueueHashMap,1000000,2,1,0,0,26480.52328
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,2,1,0,0,26067.09870
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,2,1,19,0,16954.31070
hashtables.lockbased.IntegerQueueHashMap,1000000,2,1,19,0,17840.47682
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,2,1,19,0,18065.12760
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,2,1,49,0,11541.16893
hashtables.lockbased.IntegerQueueHashMap,1000000,2,1,49,0,12889.78728
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,2,1,49,0,12052.20738
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,2,1,99,0,8563.19801
hashtables.lockbased.IntegerQueueHashMap,1000000,2,1,99,0,9223.97708
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,2,1,99,0,9518.77878
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,4,1,0,0,54360.90212
hashtables.lockbased.IntegerQueueHashMap,1000000,4,1,0,0,55629.24906
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,4,1,0,0,51968.15551
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,4,1,19,0,24434.15661
hashtables.lockbased.IntegerQueueHashMap,1000000,4,1,19,0,22669.93221
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,4,1,19,0,22707.76180
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,4,1,49,0,11638.51491
hashtables.lockbased.IntegerQueueHashMap,1000000,4,1,49,0,11256.37751
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,4,1,49,0,9677.77436
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,4,1,99,0,6419.18408
hashtables.lockbased.IntegerQueueHashMap,1000000,4,1,99,0,4767.63318
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,4,1,99,0,5361.33132
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,8,1,0,0,108781.65165
hashtables.lockbased.IntegerQueueHashMap,1000000,8,1,0,0,126826.35692
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,8,1,0,0,119937.93388
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,8,1,19,0,28060.10288
hashtables.lockbased.IntegerQueueHashMap,1000000,8,1,19,0,28899.65092
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,8,1,19,0,31539.45921
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,8,1,49,0,11409.47186
hashtables.lockbased.IntegerQueueHashMap,1000000,8,1,49,0,10770.71921
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,8,1,49,0,11678.93814
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,8,1,99,0,6069.09585
hashtables.lockbased.IntegerQueueHashMap,1000000,8,1,99,0,6227.52189
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,8,1,99,0,5765.64415
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,15,1,0,0,229157.82648
hashtables.lockbased.IntegerQueueHashMap,1000000,15,1,0,0,229865.14027
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,15,1,0,0,228092.73910
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,15,1,19,0,34960.81286
hashtables.lockbased.IntegerQueueHashMap,1000000,15,1,19,0,31883.03997
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,15,1,19,0,37107.86865
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,15,1,49,0,13832.01441
hashtables.lockbased.IntegerQueueHashMap,1000000,15,1,49,0,12953.93961
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,15,1,49,0,13232.53793
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,15,1,99,0,7071.58379
hashtables.lockbased.IntegerQueueHashMap,1000000,15,1,99,0,6988.33985
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,15,1,99,0,7923.93970
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,31,1,0,0,392318.06753
hashtables.lockbased.IntegerQueueHashMap,1000000,31,1,0,0,444135.44953
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,31,1,0,0,446921.83672
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,31,1,19,0,38033.17468
hashtables.lockbased.IntegerQueueHashMap,1000000,31,1,19,0,37880.25134
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,31,1,19,0,51323.12631
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,31,1,49,0,16256.76112
hashtables.lockbased.IntegerQueueHashMap,1000000,31,1,49,0,15886.56571
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,31,1,49,0,16107.12082
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,31,1,99,0,7227.34267
hashtables.lockbased.IntegerQueueHashMap,1000000,31,1,99,0,7596.36681
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,31,1,99,0,7708.58093
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,47,1,0,0,649310.53022
hashtables.lockbased.IntegerQueueHashMap,1000000,47,1,0,0,636904.02152
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,47,1,0,0,647757.04539
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,47,1,19,0,37297.02152
hashtables.lockbased.IntegerQueueHashMap,1000000,47,1,19,0,39424.47850
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,47,1,19,0,34423.19661
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,47,1,49,0,13989.85467
hashtables.lockbased.IntegerQueueHashMap,1000000,47,1,49,0,14029.61732
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,47,1,49,0,12492.68791
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,47,1,99,0,7348.39009
hashtables.lockbased.IntegerQueueHashMap,1000000,47,1,99,0,7832.50422
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,47,1,99,0,7134.77518
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,63,1,0,0,849898.54921
hashtables.lockbased.IntegerQueueHashMap,1000000,63,1,0,0,835896.46510
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,63,1,0,0,834050.07332
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,63,1,19,0,53163.80601
hashtables.lockbased.IntegerQueueHashMap,1000000,63,1,19,0,44206.44368
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,63,1,19,0,41234.36732
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,63,1,49,0,14489.44926
hashtables.lockbased.IntegerQueueHashMap,1000000,63,1,49,0,21467.78455
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,63,1,49,0,18702.12942
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,63,1,99,0,7050.79006
hashtables.lockbased.IntegerQueueHashMap,1000000,63,1,99,0,7684.04708
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,63,1,99,0,7308.35631
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,1,2,0,0,13188.42247
hashtables.lockbased.IntegerQueueHashMap,1000000,1,2,0,0,13121.61943
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,1,2,0,0,13173.33643
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,1,2,19,0,10102.16336
hashtables.lockbased.IntegerQueueHashMap,1000000,1,2,19,0,9756.90565
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,1,2,19,0,9819.36581
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,1,2,49,0,8216.81053
hashtables.lockbased.IntegerQueueHashMap,1000000,1,2,49,0,7493.11223
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,1,2,49,0,8141.67403
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,1,2,98,0,7282.50695
hashtables.lockbased.IntegerQueueHashMap,1000000,1,2,98,0,7403.68913
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,1,2,98,0,7146.86468
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,2,2,0,0,27022.23305
hashtables.lockbased.IntegerQueueHashMap,1000000,2,2,0,0,26730.42716
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,2,2,0,0,24175.15684
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,2,2,19,0,17614.14984
hashtables.lockbased.IntegerQueueHashMap,1000000,2,2,19,0,17582.36732
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,2,2,19,0,17656.17252
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,2,2,49,0,10901.26597
hashtables.lockbased.IntegerQueueHashMap,1000000,2,2,49,0,12989.71261
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,2,2,49,0,12946.13655
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,2,2,98,0,9521.09826
hashtables.lockbased.IntegerQueueHashMap,1000000,2,2,98,0,9257.52786
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,2,2,98,0,8559.18250
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,4,2,0,0,55001.71570
hashtables.lockbased.IntegerQueueHashMap,1000000,4,2,0,0,53857.56940
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,4,2,0,0,53496.00975
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,4,2,19,0,23735.44579
hashtables.lockbased.IntegerQueueHashMap,1000000,4,2,19,0,23346.28024
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,4,2,19,0,22617.67092
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,4,2,49,0,10026.12783
hashtables.lockbased.IntegerQueueHashMap,1000000,4,2,49,0,11528.88727
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,4,2,49,0,11147.85757
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,4,2,98,0,6237.43195
hashtables.lockbased.IntegerQueueHashMap,1000000,4,2,98,0,5157.18325
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,4,2,98,0,5950.03006
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,8,2,0,0,115242.91699
hashtables.lockbased.IntegerQueueHashMap,1000000,8,2,0,0,114238.89193
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,8,2,0,0,118652.06909
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,8,2,19,0,29383.89611
hashtables.lockbased.IntegerQueueHashMap,1000000,8,2,19,0,29913.28915
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,8,2,19,0,31066.48003
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,8,2,49,0,11145.49200
hashtables.lockbased.IntegerQueueHashMap,1000000,8,2,49,0,11978.41937
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,8,2,49,0,11880.45743
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,8,2,98,0,4606.41800
hashtables.lockbased.IntegerQueueHashMap,1000000,8,2,98,0,5562.15571
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,8,2,98,0,6352.68436
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,15,2,0,0,233203.51495
hashtables.lockbased.IntegerQueueHashMap,1000000,15,2,0,0,226114.31389
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,15,2,0,0,227280.16682
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,15,2,19,0,32408.45525
hashtables.lockbased.IntegerQueueHashMap,1000000,15,2,19,0,32165.20941
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,15,2,19,0,32688.54634
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,15,2,49,0,14272.08397
hashtables.lockbased.IntegerQueueHashMap,1000000,15,2,49,0,13415.66388
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,15,2,49,0,13289.47854
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,15,2,98,0,7627.04995
hashtables.lockbased.IntegerQueueHashMap,1000000,15,2,98,0,7429.69047
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,15,2,98,0,6719.91600
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,31,2,0,0,461507.36669
hashtables.lockbased.IntegerQueueHashMap,1000000,31,2,0,0,452035.01924
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,31,2,0,0,450923.86728
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,31,2,19,0,45170.60513
hashtables.lockbased.IntegerQueueHashMap,1000000,31,2,19,0,33786.18384
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,31,2,19,0,40219.19453
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,31,2,49,0,15454.74871
hashtables.lockbased.IntegerQueueHashMap,1000000,31,2,49,0,21083.25934
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,31,2,49,0,16017.31308
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,31,2,98,0,8387.28821
hashtables.lockbased.IntegerQueueHashMap,1000000,31,2,98,0,7743.19103
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,31,2,98,0,7894.69609
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,47,2,0,0,660827.06544
hashtables.lockbased.IntegerQueueHashMap,1000000,47,2,0,0,650589.24120
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,47,2,0,0,647264.25138
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,47,2,19,0,48644.63736
hashtables.lockbased.IntegerQueueHashMap,1000000,47,2,19,0,40120.11573
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,47,2,19,0,38033.39020
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,47,2,49,0,14402.67033
hashtables.lockbased.IntegerQueueHashMap,1000000,47,2,49,0,13160.20485
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,47,2,49,0,15316.91232
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,47,2,98,0,7204.38341
hashtables.lockbased.IntegerQueueHashMap,1000000,47,2,98,0,9408.09343
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,47,2,98,0,9125.64274
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,63,2,0,0,849302.77286
hashtables.lockbased.IntegerQueueHashMap,1000000,63,2,0,0,851080.79661
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,63,2,0,0,850978.68202
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,63,2,19,0,38642.58673
hashtables.lockbased.IntegerQueueHashMap,1000000,63,2,19,0,56881.67882
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,63,2,19,0,34801.27783
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,63,2,49,0,19255.18955
hashtables.lockbased.IntegerQueueHashMap,1000000,63,2,49,0,14449.18121
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,63,2,49,0,15853.42337
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,63,2,98,0,11379.51248
hashtables.lockbased.IntegerQueueHashMap,1000000,63,2,98,0,6616.43049
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,63,2,98,0,7348.38090
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,1,4,0,0,13479.88976
hashtables.lockbased.IntegerQueueHashMap,1000000,1,4,0,0,13851.04168
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,1,4,0,0,13647.61183
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,1,4,19,0,9803.72433
hashtables.lockbased.IntegerQueueHashMap,1000000,1,4,19,0,9977.94125
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,1,4,19,0,9859.13016
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,1,4,48,0,8174.78435
hashtables.lockbased.IntegerQueueHashMap,1000000,1,4,48,0,7630.07726
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,1,4,48,0,8254.92922
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,1,4,96,0,7495.36792
hashtables.lockbased.IntegerQueueHashMap,1000000,1,4,96,0,7489.62274
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,1,4,96,0,6969.77558
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,2,4,0,0,27325.74407
hashtables.lockbased.IntegerQueueHashMap,1000000,2,4,0,0,26301.87963
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,2,4,0,0,27290.17821
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,2,4,19,0,18339.38573
hashtables.lockbased.IntegerQueueHashMap,1000000,2,4,19,0,17898.31916
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,2,4,19,0,16848.61432
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,2,4,48,0,13156.64562
hashtables.lockbased.IntegerQueueHashMap,1000000,2,4,48,0,13106.82790
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,2,4,48,0,13478.98096
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,2,4,96,0,9857.23207
hashtables.lockbased.IntegerQueueHashMap,1000000,2,4,96,0,9600.19285
hashtables.lockbased.IntegerNonCollaborativeQueueHashMap,1000000,2,4,96,0,8859.78295
hashtables.lockbased.IntegerCollaborativeQueueHashMap,1000000,4,4,0,0,53284.24295
